Id,Name,Surname,Division,Manager,Gender,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,Date of Birth,Age,Preferred Name,Nationality,Hobbies,Pronouns,Mobile Number,Email,Aug_D_Q1,Aug_D_Q2,Aug_D_Q3,Aug_D_Q4,Aug_D_Q5,D_Negative,D_Neutral,D_Positive,Aug_E_Q1,Aug_E_Q2,Aug_E_Q3,Aug_E_Q4,Aug_E_Q5,E_Negative,E_Neutral,E_Positive,Aug_I_Q1,Aug_I_Q2,Aug_I_Q3,Aug_I_Q4,Aug_I_Q5,I_Negative,I_Neutral,I_Positive
5425,Harry,Slater,IT,No,Male,Heterosexual,No,No,White,No,No,No,1993-11-08,28,Harry,Canadian,Fishing,He/him/his,761 501 4059,Harry.Slater@mail.ca,0,0,0,2,2,0,3,2,1,-1,2,1,0,1,1,3,1,1,1,1,2,0,0,5
5426,Hayden,Wood,IT,No,Female,Heterosexual,No,Yes,White,No,No,No,1995-05-31,27,Hayden,Canadian,Video Games,She/her/hers,530 556 6229,Hayden.Wood@mail.ca,-1,0,-1,-1,0,3,2,0,0,0,2,0,2,0,3,2,-2,0,0,0,-2,2,3,0
5427,Kamila,Trent,IT,Yes,Female,Heterosexual,No,No,White,No,No,No,1988-06-07,34,Kamila,Indian,Sports,She/her/hers,511 277 8442,Kamila.Trent@mail.ca,-2,-1,-2,1,1,3,0,2,2,-1,1,0,0,1,2,2,1,1,2,1,-1,1,0,4
5428,Stacy,Brett,IT,No,Male,Heterosexual,No,No,White,No,No,No,1996-11-22,25,Stacy,Ukrainian,Music,He/him/his,893 441 7710,Stacy.Brett@mail.ca,0,-2,0,2,-1,2,2,1,1,0,1,2,0,0,2,3,-1,2,1,-2,2,2,0,3
5429,Abdul,Richardson,IT,No,Female,Heterosexual,No,No,White,No,No,No,1993-06-30,29,Abdul,Polish,Music,She/her/hers,678 728 5761,Abdul.Richardson@mail.ca,0,-1,-2,2,2,2,1,2,0,-2,1,0,2,1,2,2,-1,-2,-2,-2,0,4,1,0
5430,Moira,Parker,Sales,No,Male,Homosexual,Yes,Yes,Black,No,Yes,No,1975-08-19,47,Moira,Greek,Travelling,He/him/his,938 631 8830,Moira.Parker@mail.ca,1,-1,1,1,2,1,0,4,1,0,1,-1,-1,2,1,2,1,1,1,0,2,0,1,4
5431,Jack,Olivier,IT,No,Male,Heterosexual,No,No,White,No,No,No,1977-05-09,45,Jack,Canadian,Cooking,He/him/his,640 889 6517,Jack.Olivier@mail.ca,-2,1,0,2,2,1,1,3,-2,1,2,2,1,1,0,4,0,1,2,-1,2,1,1,3
5432,Bryce,Connor,Operations,No,Male,Heterosexual,No,Yes,Prefer not to say,Yes,No,No,1968-08-15,54,Bryce,Indian,Crafting,He/him/his,713 371 8406,Bryce.Connor@mail.ca,2,1,1,-2,-1,2,0,3,-1,-1,-2,2,-2,4,0,1,1,2,0,2,1,0,1,4
5433,Rosie,Gibbons,Operations,No,Male,Heterosexual,No,No,Asian,No,No,No,1988-01-16,34,Rosie,British,Travelling,He/him/his,280 760 3947,Rosie.Gibbons@mail.ca,0,-2,1,2,2,1,1,3,1,1,-1,-2,1,2,0,3,0,2,2,1,1,0,1,4
5434,Alexia,Brennan,Operations,No,Male,Heterosexual,No,No,White,Yes,No,No,1981-08-08,41,Alexia,Polish,Fishing,He/him/his,286 965 3003,Alexia.Brennan@mail.ca,0,0,-1,1,-1,2,2,1,0,1,-2,1,1,1,1,3,1,-2,-2,1,-1,3,0,2
5435,Jazmin,Casey,HR,No,Male,Heterosexual,No,No,Asian,Yes,No,No,1981-05-13,41,Jazmin,Canadian,Cooking,He/him/his,949 621 8367,Jazmin.Casey@mail.ca,1,0,2,2,1,0,1,4,0,2,2,2,2,0,1,4,0,1,2,2,-2,1,1,3
5436,Daniel,Jarrett,RD,No,Transgender,Heterosexual,Prefer not to say,No,Asian,No,No,No,1979-07-04,43,Daniel,Scottish,Travelling,They/them/theirs,918 705 8832,Daniel.Jarrett@mail.ca,0,1,-1,1,2,1,1,3,-1,0,2,-1,-2,3,1,1,0,1,2,-1,1,1,1,3
5437,Eduardo,Wellington,IT,Yes,Male,Heterosexual,No,Yes,Asian,No,No,Yes,1983-02-12,39,Eduardo,Canadian,Music,He/him/his,653 896 5209,Eduardo.Wellington@mail.ca,2,-2,1,1,1,1,0,4,1,1,2,2,-2,1,0,4,0,2,2,2,2,0,1,4
5438,Clarissa,Cadman,HR,No,Male,Heterosexual,No,No,White,No,No,No,1987-12-20,34,Clarissa,Indian,Sports,He/him/his,233 306 7408,Clarissa.Cadman@mail.ca,1,-2,2,-2,-1,3,0,2,2,2,0,2,2,0,1,4,-1,2,2,2,1,1,0,4
5439,Aleksandra,Chadwick,Finance,No,Male,Heterosexual,No,No,White,No,Yes,No,1979-09-22,43,Aleksandra,Indian,Cooking,He/him/his,359 210 3375,Aleksandra.Chadwick@mail.ca,-2,-2,2,2,2,2,0,3,1,-2,1,1,0,1,1,3,-1,2,2,2,2,1,0,4
5440,Hope,Walsh,Sales,No,Female,Heterosexual,No,No,Asian,No,Yes,No,1970-02-07,52,Hope,Canadian,Sports,She/her/hers,620 442 8488,Hope.Walsh@mail.ca,1,-2,1,2,2,1,0,4,-1,1,-2,0,2,2,1,2,1,2,1,2,-2,1,0,4
5441,Irene,Nash,IT,No,Male,Heterosexual,No,No,White,No,No,No,1988-07-07,34,Irene,Canadian,Travelling,He/him/his,163 853 9046,Irene.Nash@mail.ca,-2,2,-2,1,-1,3,0,2,2,2,-2,-2,2,2,0,3,-1,1,2,-2,2,2,0,3
5442,Harriet,Radcliffe,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1971-06-10,51,Harriet,Greek,Fishing,She/her/hers,559 514 6593,Harriet.Radcliffe@mail.ca,-1,1,-2,2,2,2,0,3,-2,-1,2,-1,1,3,0,2,-2,2,1,0,2,1,1,3
5443,Johnny,Kidd,IT,No,Female,Heterosexual,No,No,White,Yes,No,No,1992-07-29,30,Johnny,Indian,Music,She/her/hers,544 176 5011,Johnny.Kidd@mail.ca,2,0,2,2,1,0,1,4,-2,1,0,0,2,1,2,2,-2,1,2,-1,2,2,0,3
5444,Erica,Blackburn,Operations,No,Male,Heterosexual,No,No,White,No,Prefer not to say,No,1994-03-21,28,Erica,Canadian,Reading,He/him/his,184 409 1607,Erica.Blackburn@mail.ca,2,0,2,1,-2,1,1,3,-1,1,1,2,1,1,0,4,-2,2,2,-1,-2,3,0,2
5445,Payton,Payne,Sales,No,Female,Heterosexual,No,No,Asian,No,No,No,1994-07-11,28,Payton,American,Travelling,She/her/hers,450 799 2720,Payton.Payne@mail.ca,0,1,-2,1,0,1,2,2,-2,2,1,2,2,1,0,4,0,-2,-1,0,0,2,3,0
5446,Erin,Wallace,IT,No,Male,Heterosexual,No,No,Asian,Yes,Prefer not to say,No,1958-10-26,63,Erin,Canadian,Sports,He/him/his,648 127 5645,Erin.Wallace@mail.ca,-1,1,-1,2,1,2,0,3,-2,0,2,2,-1,2,1,2,0,1,2,-1,1,1,1,3
5447,Tom,Egerton,IT,Yes,Male,Heterosexual,No,No,White,No,No,No,1988-05-13,34,Tom,Canadian,Sports,He/him/his,927 595 1162,Tom.Egerton@mail.ca,2,2,1,2,1,0,0,5,2,2,1,2,0,0,1,4,2,1,2,0,1,0,1,4
5448,Bob,Rodwell,Sales,No,Female,Heterosexual,No,No,White,No,Yes,Yes,1994-04-01,28,Bob,American,Music,She/her/hers,894 819 7464,Bob.Rodwell@mail.ca,-2,0,0,1,1,1,2,2,-2,1,2,-1,1,2,0,3,0,1,-2,-2,1,2,1,2
5449,Ember,Fisher,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1979-10-19,42,Ember,Canadian,Travelling,He/him/his,900 592 6152,Ember.Fisher@mail.ca,2,2,1,2,-1,1,0,4,2,1,2,1,-2,1,0,4,1,1,-1,2,1,1,0,4
5450,Rufus,Graham,Finance,No,Male,Heterosexual,No,Yes,Asian,No,No,No,1959-03-18,63,Rufus,Indian,Reading,He/him/his,172 730 1496,Rufus.Graham@mail.ca,-1,0,-2,2,-2,3,1,1,-2,1,0,-1,1,2,1,2,2,0,-2,-1,0,2,2,1
5451,William,Owens,HR,No,Female,Homosexual,Yes,No,White,No,No,No,1982-11-16,39,William,Philippine,Fishing,She/her/hers,914 442 3558,William.Owens@mail.ca,2,1,0,1,-1,1,1,3,1,1,2,-2,2,1,0,4,0,1,2,0,1,0,2,3
5452,Bree,Emmott,Operations,No,Prefer not to say,Heterosexual,No,No,Middle Eastern,No,Yes,No,1974-10-06,47,Bree,Canadian,Reading,They/them/theirs,867 154 9668,Bree.Emmott@mail.ca,-2,0,-2,-1,2,3,1,1,2,1,1,0,2,0,1,4,2,-1,-1,1,-2,3,0,2
5453,Tyler,Warden,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1997-01-20,25,Tyler,American,Cooking,She/her/hers,137 558 2860,Tyler.Warden@mail.ca,-2,1,1,1,1,1,0,4,0,1,2,-1,1,1,1,3,1,1,-2,2,1,1,0,4
5454,Sofie,Walker,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1980-05-13,42,Sofie,Korean,Music,She/her/hers,922 462 7839,Sofie.Walker@mail.ca,-2,2,-1,1,2,2,0,3,1,1,1,-1,0,1,1,3,-1,2,1,-2,1,2,0,3
5455,Carina,Overson,Sales,No,Male,Heterosexual,No,No,Black,No,No,No,1993-04-10,29,Carina,Korean,Cooking,He/him/his,722 407 7091,Carina.Overson@mail.ca,-2,-1,0,-1,-2,4,1,0,-2,2,2,1,2,1,0,4,-1,1,1,-1,1,2,0,3
5456,Tyson,Kidd,Marketing,No,Male,Heterosexual,No,No,White,Yes,No,No,1990-01-10,32,Tyson,Australian,Music,He/him/his,156 151 8737,Tyson.Kidd@mail.ca,1,1,2,1,-2,1,0,4,2,1,-1,2,-2,2,0,3,-2,2,1,-2,1,2,0,3
5457,Manuel,Lee,Operations,No,Male,Heterosexual,No,No,White,No,No,No,1968-10-31,53,Manuel,Lithuanian,Cooking,He/him/his,505 150 1738,Manuel.Lee@mail.ca,-2,-1,-1,1,2,3,0,2,0,1,2,1,1,0,1,4,1,2,2,2,2,0,0,5
5458,Mara,Robertson,Finance,No,Male,Heterosexual,No,No,White,No,Yes,No,1988-05-29,34,Mara,Canadian,Music,He/him/his,512 706 1453,Mara.Robertson@mail.ca,-2,1,-1,-2,0,3,1,1,2,1,1,2,1,0,0,5,2,2,1,1,-2,1,0,4
5459,Deborah,Rycroft,HR,No,Male,Heterosexual,No,No,White,Yes,No,No,1997-04-09,25,Deborah,Indian,Reading,He/him/his,203 213 8390,Deborah.Rycroft@mail.ca,-1,1,-1,-2,-1,4,0,1,-2,1,-2,1,2,2,0,3,0,1,2,0,2,0,2,3
5460,Norah,Hall,Operations,No,Female,Heterosexual,No,No,Asian,Yes,No,No,1979-08-29,43,Norah,Indian,Travelling,She/her/hers,335 709 4619,Norah.Hall@mail.ca,1,2,-1,2,2,1,0,4,-2,1,0,0,-1,2,2,1,-2,-1,-1,-1,-2,5,0,0
5461,Candice,Gordon,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1978-06-15,44,Candice,Canadian,Fishing,She/her/hers,468 777 3742,Candice.Gordon@mail.ca,1,1,-1,2,2,1,0,4,1,2,-1,-1,2,2,0,3,-2,2,1,0,2,1,1,3
5462,Domenic,Connell,HR,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1992-03-18,30,Domenic,Canadian,Sports,He/him/his,183 660 3799,Domenic.Connell@mail.ca,-1,1,-2,1,1,2,0,3,2,2,-1,2,2,1,0,4,2,2,2,1,1,0,0,5
5463,Chad,Seymour,Operations,No,Male,Heterosexual,No,No,White,No,Yes,No,1960-09-24,62,Chad,Canadian,Travelling,He/him/his,891 655 9048,Chad.Seymour@mail.ca,1,2,1,2,2,0,0,5,0,-2,2,2,1,1,1,3,0,2,2,0,1,0,2,3
5464,Danny,Cann,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1978-05-26,44,Danny,Canadian,Sports,He/him/his,597 341 6985,Danny.Cann@mail.ca,1,-1,1,2,2,1,0,4,1,1,0,1,2,0,1,4,-2,2,2,-1,2,2,0,3
5465,Emery,Clarke,IT,No,Non-binary/non-conforming,Heterosexual,No,No,White,No,Yes,No,1992-05-25,30,Emery,Indian,Reading,Xe/xem/xyrs,714 334 5023,Emery.Clarke@mail.ca,2,2,1,1,1,0,0,5,0,2,-2,0,1,1,2,2,1,1,2,0,-2,1,1,3
5466,Doug,Abbot,Operations,No,Female,Heterosexual,No,No,White,Yes,Yes,No,1992-01-26,30,Doug,Canadian,Music,She/her/hers,347 640 3460,Doug.Abbot@mail.ca,1,1,2,1,1,0,0,5,1,1,0,-1,1,1,1,3,0,2,1,-2,-2,2,1,2
5467,Olivia,Fisher,IT,No,Male,Heterosexual,No,No,Asian,No,Yes,No,1996-01-14,26,Olivia,American,Video Games,He/him/his,684 431 4535,Olivia.Fisher@mail.ca,-2,1,0,1,-1,2,1,2,1,1,1,2,1,0,0,5,1,-2,-2,1,-2,3,0,2
5468,Candice,Stanley,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1976-09-24,46,Candice,Canadian,Music,She/her/hers,969 201 4586,Candice.Stanley@mail.ca,0,1,0,2,1,0,2,3,-1,2,2,-1,1,2,0,3,0,1,2,-2,1,1,1,3
5469,Lucas,Clifton,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1995-02-03,27,Lucas,Indian,Reading,She/her/hers,718 688 1462,Lucas.Clifton@mail.ca,1,2,1,0,-1,1,1,3,-2,1,2,0,1,1,1,3,2,1,2,-2,1,1,0,4
5470,Carla,Ring,Sales,No,Transgender,Heterosexual,Prefer not to say,No,White,No,No,No,1993-07-21,29,Carla,Korean,Cooking,They/them/theirs,902 465 8051,Carla.Ring@mail.ca,-1,-2,-1,1,2,3,0,2,-2,1,2,0,1,1,1,3,2,-1,-1,2,0,2,1,2
5471,Monica,Collis,Sales,No,Male,Prefer not to say,Yes,No,Asian,Yes,No,No,1977-06-28,45,Monica,Indian,Video Games,He/him/his,279 845 8016,Monica.Collis@mail.ca,-2,2,-2,2,2,2,0,3,0,0,0,1,-2,1,3,1,0,1,1,-2,1,1,1,3
5472,Ron,Durrant,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1979-10-09,42,Ron,Canadian,Sports,She/her/hers,692 665 3664,Ron.Durrant@mail.ca,0,2,2,1,2,0,1,4,0,2,2,2,1,0,1,4,2,2,2,1,1,0,0,5
5473,Rachael,Richardson,Finance,No,Male,Heterosexual,No,No,White,No,Yes,No,1976-11-07,45,Rachael,Pakistani,Music,He/him/his,602 195 8939,Rachael.Richardson@mail.ca,-2,0,-1,1,2,2,1,2,-2,1,1,-2,1,2,0,3,1,1,-1,2,-2,2,0,3
5474,Wade,Jobson,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1991-10-31,30,Wade,Polish,Reading,She/her/hers,645 238 6448,Wade.Jobson@mail.ca,0,2,1,2,-2,1,1,3,2,-2,1,1,0,1,1,3,-2,2,1,-1,2,2,0,3
5475,Bree,Jordan,Sales,No,Female,Prefer not to say,Yes,Yes,White,No,No,No,1961-09-12,61,Bree,Polish,Travelling,She/her/hers,733 499 4391,Bree.Jordan@mail.ca,2,-2,0,0,-2,2,2,1,-2,1,2,2,2,1,0,4,0,1,1,-2,2,1,1,3
5476,Anabel,Raven,IT,No,Male,Heterosexual,No,No,White,No,Yes,No,1990-03-19,32,Anabel,Canadian,Reading,He/him/his,440 782 1329,Anabel.Raven@mail.ca,1,0,2,2,2,0,1,4,2,2,-1,2,1,1,0,4,2,1,0,-1,2,1,1,3
5477,Taylor,Glynn,Sales,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1987-06-26,35,Taylor,American,Reading,He/him/his,656 840 5881,Taylor.Glynn@mail.ca,2,1,2,-2,0,1,1,3,1,1,-2,2,1,1,0,4,-1,2,2,-2,2,2,0,3
5478,Jules,Corbett,IT,No,Male,Prefer not to say,Prefer not to say,No,Latin,No,No,No,1981-11-11,40,Jules,Malaysian,Music,He/him/his,911 781 4122,Jules.Corbett@mail.ca,1,2,1,1,1,0,0,5,-1,0,2,2,0,1,2,2,2,-1,0,1,-2,2,1,2
5479,Juliette,Walsh,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1968-07-21,54,Juliette,English,Sports,She/her/hers,400 258 8684,Juliette.Walsh@mail.ca,0,-2,1,-1,2,2,1,2,-1,-2,1,-1,-2,4,0,1,1,2,2,1,1,0,0,5
5480,Denis,Willis,Marketing,No,Female,Heterosexual,No,No,White,Yes,No,No,1997-10-12,24,Denis,Indian,Video Games,She/her/hers,560 576 3309,Denis.Willis@mail.ca,2,2,2,2,2,0,0,5,2,1,-2,-2,1,2,0,3,1,0,1,1,1,0,1,4
5481,Cassidy,Lucas,IT,No,Male,Prefer not to say,Yes,No,Asian,No,No,No,1990-05-29,32,Cassidy,Moroccan,Travelling,He/him/his,810 142 8601,Cassidy.Lucas@mail.ca,-2,1,-1,1,0,2,1,2,1,2,-1,2,2,1,0,4,1,2,1,2,2,0,0,5
5482,Emery,Poole,Operations,No,Female,Prefer not to say,Yes,No,Asian,Yes,No,No,1979-12-27,42,Emery,Indian,Sports,She/her/hers,106 291 5730,Emery.Poole@mail.ca,-1,0,-2,-2,0,3,2,0,-2,0,-2,-2,0,3,2,0,0,0,0,-2,-1,2,3,0
5483,William,Fleming,Sales,No,Male,Heterosexual,No,No,White,No,No,Yes,1986-10-14,35,William,Canadian,Travelling,He/him/his,828 849 6972,William.Fleming@mail.ca,1,0,2,1,1,0,1,4,2,2,2,0,1,0,1,4,0,-1,-1,-2,0,3,2,0
5484,Rufus,Waterhouse,IT,No,Female,Heterosexual,No,No,Black,No,No,No,1962-02-27,60,Rufus,American,Video Games,She/her/hers,868 350 9019,Rufus.Waterhouse@mail.ca,2,2,-1,2,0,1,1,3,1,2,1,-2,2,1,0,4,-2,1,2,-1,-1,3,0,2
5485,Raquel,Vaughan,Finance,Yes,Male,Heterosexual,No,No,White,No,No,No,1981-02-21,41,Raquel,Canadian,Video Games,He/him/his,534 520 4231,Raquel.Vaughan@mail.ca,2,0,-1,2,2,1,1,3,2,2,1,1,1,0,0,5,2,2,1,2,2,0,0,5
5486,Carl,Farmer,IT,No,Female,Heterosexual,No,No,White,No,No,No,1980-04-09,42,Carl,Canadian,Sports,She/her/hers,118 583 5655,Carl.Farmer@mail.ca,-1,-2,0,1,2,2,1,2,2,1,1,0,1,0,1,4,-2,1,-1,-2,2,3,0,2
5487,Norah,Campbell,IT,No,Male,Prefer not to say,Yes,No,White,No,No,No,1994-10-21,27,Norah,American,Reading,He/him/his,724 215 6390,Norah.Campbell@mail.ca,2,0,1,-2,1,1,1,3,2,0,0,1,0,0,3,2,0,2,1,2,2,0,1,4
5488,Eduardo,Oldfield,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1988-02-12,34,Eduardo,Canadian,Reading,She/her/hers,951 481 4221,Eduardo.Oldfield@mail.ca,0,-1,0,1,1,1,2,2,1,2,1,0,-2,1,1,3,0,1,1,-1,0,1,2,2
5489,Eryn,Marshall,IT,No,Male,Heterosexual,No,No,White,Yes,No,No,1981-10-19,40,Eryn,Indian,Cooking,He/him/his,247 906 8399,Eryn.Marshall@mail.ca,0,-1,-1,2,2,2,1,2,-1,1,-1,-1,2,3,0,2,-1,1,-1,-2,1,3,0,2
5490,Kurt,Jennson,Sales,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1985-07-13,37,Kurt,French,Cooking,He/him/his,818 200 3538,Kurt.Jennson@mail.ca,-2,2,-1,2,2,2,0,3,0,1,2,1,2,0,1,4,1,-2,0,-1,-2,3,1,1
5491,Madelyn,Stevenson,IT,No,Female,Homosexual,Yes,No,White,No,Yes,No,1989-12-08,32,Madelyn,Canadian,Travelling,She/her/hers,618 926 6826,Madelyn.Stevenson@mail.ca,-2,-1,0,2,-2,3,1,1,-2,-2,-2,1,2,3,0,2,-1,0,-1,2,-1,3,1,1
5492,Maxwell,Vallory,Finance,Yes,Male,Prefer not to say,Yes,No,White,No,No,No,1977-05-24,45,Maxwell,Greek,Sports,He/him/his,445 692 1984,Maxwell.Vallory@mail.ca,-1,1,0,2,-1,2,1,2,-2,2,1,2,1,1,0,4,1,-1,-2,0,-1,3,1,1
5493,Tara,Bryant,IT,No,Male,Heterosexual,No,No,White,No,Yes,No,1981-02-23,41,Tara,Vietnamese,Fishing,He/him/his,823 823 1132,Tara.Bryant@mail.ca,1,-1,1,1,2,1,0,4,2,1,-1,1,-1,2,0,3,-1,2,2,-2,2,2,0,3
5494,Janice,Vangness,Finance,No,Female,Heterosexual,No,No,White,Yes,No,No,1997-12-06,24,Janice,Canadian,Sports,She/her/hers,344 804 5830,Janice.Vangness@mail.ca,-1,2,1,1,1,1,0,4,-1,1,0,0,1,1,2,2,-2,1,1,2,2,1,0,4
5495,David,Oatway,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1978-03-30,44,David,Canadian,Music,He/him/his,232 757 7778,David.Oatway@mail.ca,2,-2,1,1,1,1,0,4,2,-2,2,1,-2,2,0,3,2,0,-1,-2,1,2,1,2
5496,Kate,Simpson,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1993-04-03,29,Kate,American,Music,She/her/hers,310 510 6542,Kate.Simpson@mail.ca,2,0,1,1,2,0,1,4,1,1,1,2,1,0,0,5,1,1,1,1,1,0,0,5
5497,Angelica,Keys,IT,No,Male,Homosexual,Yes,No,White,No,No,No,1981-08-01,41,Angelica,American,Music,He/him/his,966 183 1476,Angelica.Keys@mail.ca,2,1,2,2,-2,1,0,4,2,2,1,-2,-2,2,0,3,-1,0,2,-1,0,2,2,1
5498,Georgia,Rust,Sales,No,Male,Prefer not to say,Yes,No,White,No,No,No,1980-01-21,42,Georgia,Australian,Cooking,He/him/his,208 521 4965,Georgia.Rust@mail.ca,-2,2,-1,1,0,2,1,2,0,2,1,1,1,0,1,4,1,2,0,2,2,0,1,4
5499,Regina,Morgan,IT,No,Male,Heterosexual,No,No,White,Yes,No,No,1992-11-17,29,Regina,American,Sports,He/him/his,471 141 5550,Regina.Morgan@mail.ca,-1,-1,0,-2,-1,4,1,0,-2,1,-2,-1,2,3,0,2,0,2,-2,-2,-1,3,1,1
5500,Ryan,Dixon,Marketing,No,Male,Heterosexual,No,No,Asian,No,No,No,1973-12-07,48,Ryan,Canadian,Music,He/him/his,529 154 2686,Ryan.Dixon@mail.ca,-2,1,-2,1,2,2,0,3,-1,2,2,2,2,1,0,4,0,1,1,0,2,0,2,3
5501,Emmanuelle,Nayler,HR,No,Female,Heterosexual,No,No,Latin,No,No,No,1989-10-23,32,Emmanuelle,Canadian,Reading,She/her/hers,590 377 7236,Emmanuelle.Nayler@mail.ca,0,2,-1,0,-1,2,2,1,2,1,0,-2,2,1,1,3,0,1,1,-2,2,1,1,3
5502,Paige,Kelly,Finance,Yes,Male,Heterosexual,No,No,White,No,No,No,1987-10-17,34,Paige,American,Sports,He/him/his,383 845 8488,Paige.Kelly@mail.ca,-1,0,-2,0,2,2,2,1,-2,-1,2,-1,2,3,0,2,2,1,2,1,1,0,0,5
5503,Maxwell,Pearson,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1986-03-19,36,Maxwell,Canadian,Travelling,She/her/hers,930 970 8793,Maxwell.Pearson@mail.ca,2,0,0,1,2,0,2,3,1,1,2,0,2,0,1,4,0,1,1,-2,2,1,1,3
5504,Tyson,Holmes,Marketing,No,Male,Heterosexual,No,Yes,White,No,No,No,1979-04-10,43,Tyson,German,Travelling,He/him/his,732 128 5198,Tyson.Holmes@mail.ca,1,0,0,-1,-1,2,2,1,-1,0,2,1,-1,2,1,2,2,2,2,2,1,0,0,5
5505,Mike,Flanders,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1988-06-20,34,Mike,Canadian,Sports,She/her/hers,530 166 2431,Mike.Flanders@mail.ca,1,-1,1,1,1,1,0,4,2,1,2,0,0,0,2,3,-2,1,1,-1,-2,3,0,2
5506,Carmen,Abbot,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1985-05-31,37,Carmen,Canadian,Sports,He/him/his,334 477 9628,Carmen.Abbot@mail.ca,-1,-2,-1,-1,-1,5,0,0,-2,2,1,0,2,1,1,3,0,1,1,-1,2,1,1,3
5507,Jamie,Fields,Finance,No,Male,Heterosexual,No,No,White,Yes,No,No,1990-01-02,32,Jamie,Canadian,Sports,He/him/his,920 687 9960,Jamie.Fields@mail.ca,0,1,-1,1,2,1,1,3,0,2,-2,2,1,1,1,3,-1,1,-2,0,2,2,1,2
5508,Maya,Parr,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1979-02-06,43,Maya,Canadian,Music,He/him/his,497 900 8790,Maya.Parr@mail.ca,-1,2,-1,2,1,2,0,3,2,2,-2,2,1,1,0,4,-1,-1,1,-1,2,3,0,2
5509,Harmony,Douglas,Operations,No,Female,Heterosexual,No,No,Asian,Yes,Yes,No,1977-09-17,45,Harmony,Canadian,Travelling,She/her/hers,262 716 5978,Harmony.Douglas@mail.ca,1,-1,-1,0,0,2,2,1,-1,1,1,1,2,1,0,4,-1,1,2,-2,1,2,0,3
5510,Elise,Johnson,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1993-10-03,28,Elise,Moroccan,Music,He/him/his,195 569 5971,Elise.Johnson@mail.ca,1,-1,-2,1,1,2,0,3,1,1,1,2,2,0,0,5,0,1,0,0,1,0,3,2
5511,Ron,Ellis,IT,No,Male,Prefer not to say,Prefer not to say,No,White,Yes,No,Yes,1983-03-02,39,Ron,Canadian,Reading,He/him/his,499 867 9551,Ron.Ellis@mail.ca,2,-2,2,-2,-1,3,0,2,0,-1,2,1,-1,2,1,2,0,1,1,-2,-2,2,1,2
5512,Harvey,Fulton,Sales,No,Male,Heterosexual,No,No,White,No,Yes,No,1989-03-07,33,Harvey,Canadian,Cooking,He/him/his,866 621 1552,Harvey.Fulton@mail.ca,2,0,-2,1,1,1,1,3,-2,1,2,2,1,1,0,4,1,1,2,1,1,0,0,5
5513,Chuck,Roscoe,IT,Yes,Female,Heterosexual,No,No,Asian,No,Yes,No,1991-07-18,31,Chuck,Canadian,Sports,She/her/hers,892 518 2232,Chuck.Roscoe@mail.ca,0,1,-2,2,0,1,2,2,-1,2,2,-1,1,2,0,3,-2,2,-1,-1,2,3,0,2
5514,Danny,Savage,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1986-09-14,36,Danny,Canadian,Cooking,He/him/his,419 927 2060,Danny.Savage@mail.ca,-1,-1,-2,2,1,3,0,2,2,1,-2,-1,2,2,0,3,-2,1,0,1,2,1,1,3
5515,Rocco,Carpenter,IT,No,Male,Heterosexual,No,No,White,Yes,No,No,1988-10-08,33,Rocco,Moroccan,Music,He/him/his,455 816 5723,Rocco.Carpenter@mail.ca,0,-1,0,2,1,1,2,2,-2,1,0,2,1,1,1,3,0,1,1,0,1,0,2,3
5516,Aiden,Simpson,IT,No,Transgender,Heterosexual,Yes,No,White,No,No,No,1989-09-01,33,Aiden,Canadian,Crafting,They/them/theirs,836 552 3173,Aiden.Simpson@mail.ca,-1,0,-2,2,-1,3,1,1,-1,2,-1,-2,1,3,0,2,0,1,1,0,1,0,2,3
5517,Chuck,Garcia,IT,No,Male,Heterosexual,No,Yes,White,Yes,No,No,1990-04-08,32,Chuck,Canadian,Sports,He/him/his,210 475 5925,Chuck.Garcia@mail.ca,1,2,2,-1,-1,2,0,3,2,1,1,2,1,0,0,5,-1,-2,0,-1,0,3,2,0
